Feature 1,Feature 2,Categories
0.8402203882948499,1.1480223551390074,0
-1.1547483387402586,-1.2041170958534515,1
0.6786361343304635,0.7241800888999197,0
0.45078297961964187,-1.4270968044076426,2
1.4921162722910883,1.4809519395137645,0
-0.9819463938271958,-0.06415007759197677,1
-1.0234346204535443,-1.1270172375720797,1
0.9351126209693237,-0.6922279287290785,2
1.4506543688426028,0.5680273966546306,0
1.3797683227703044,1.0350204965540764,0
-0.9344285710189654,-0.9614714576315213,1
-0.9701654373825785,-1.430839627761598,1
-0.7640480717061922,-1.145543523988316,1
1.5234675009408716,-1.010319423301795,2
-0.4856063971678828,-1.6027993592857088,1
0.5375270272712349,1.3124792406839974,0
-1.1569555992598546,-2.2184572219199707,1
-0.6236329541699546,-0.8379183678708447,1
-0.1978451440910476,-0.6476249755676113,2
0.7802005814783839,-1.4394282910221319,2
0.8130027305368586,-1.3449973198898935,2
0.8693756089283169,-1.0032839529078457,2
1.3083347841619748,-0.9027327138390033,2
1.3096642439275266,-1.3097835875083303,2
-1.1105731380063348,-1.1038307927336157,1
-0.8700521536815256,-0.6011528076832962,1
0.839506116035527,-1.3200329904338406,2
1.245631748138432,1.3688826686266107,0
0.5863028632862142,1.2726378073126507,0
1.3941270035759468,-0.6932321321355204,2
0.8236309470829635,0.8878578019261963,0
-0.9104625746748357,-0.8681508071489048,1
-1.6009586277526853,-1.7110667818934826,1
0.8753789871490509,1.0224661368918981,0
-0.6254217096675536,-1.0140380707478682,1
1.1121766821265184,0.6027505556281677,0
1.2146386082267293,-0.8381218177542799,2
0.8387292212107281,1.488978028152971,0
0.7221728561074539,0.9401461838689317,0
0.15397759392487698,-0.4378538245102318,2
1.2223850718839193,-0.6430104450673879,2
-1.0044582447367365,-0.995400440051975,1
-1.18801315308035,-1.0866925882302154,1
-1.2086318711973494,-1.4738746361646209,1
-1.945669526856472,-0.9918663273179027,1
-0.7883819046662274,-0.8309485513164697,1
0.8897317861757772,0.7161088136612447,0
1.1829238586883246,-0.615063302074262,2
0.800787019723078,1.7718128215267943,0
-1.3197689598172386,-0.9036849961032246,1
1.7045064509679453,-0.6983617345375028,2
1.0393511627261902,-0.8474334983163316,2
-1.340691678901436,-0.2709105599488162,1
-1.2640225280536332,-0.9296724186815888,1
1.4160344980214812,-0.9341424761894409,2
1.086871853055312,-0.9687155275631392,2
-0.8542075003037978,-0.4114712175430647,1
1.7470235841706279,1.3624178633101542,0
0.5581533609894116,-1.0123745029095836,2
